noi_permit_number,project_name,latitude,longitude,receiving_waters,total_land_area,estimated_area,construct_start,construct_end
4540,RED MILL SUBDIVISION PHASES 4-6,38.477,-75.222,Broadkill River,166.57,48.59,6/1/2014,6/1/2015
4544,WILLOW GROVE MILL -CVS PHARMACY,39.4525,-75.679167,Appoquinimink River,15.5,7.5,4/1/2014,4/1/2017
4545,STAR CAMPUS ENTRANCE ROAD CORRIDOR PREPARATION,39.663889,-75.198611,White Clay Creek,179.2,3.5,3/6/2013,8/1/2014
4547,SLIM FARMS,38.57809,-75.323967,Indian River,25.92,3,8/1/2014,12/1/2014
4550,RESUBDIVISION PLAN FOR AIRPORT DEVELOPMENT TERMINAL PARKING PHASE 2,39.673333,-75.598889,Army Creek,1037.5,17.7,5/1/2014,9/30/2015
4551,DUPONT PIONEER STINE - HASKELL,39.668611,-75.7875,Christina River,255.6,12,4/15/2014,12/31/2015
4552,ST ANDREW CENTER,39.37,-75.41,Christina River,2.77,2,10/1/2014,3/15/2015
4553,STAHL MEMORIAL POST NO 30-WILSON BALLFIELD,39.673056,-75.594444,Delaware River,9.7,2,6/1/2014,12/31/2015
4555,PENINSULA LAKES,38.992778,-75.431944,Indian River,300.08,298,10/1/2014,10/1/2016
4558,99 WILBUR STREET,39.68662,-75.75214,White Clay Creek,0.3,0.1,5/1/2014,8/1/2014
4559,CONTINENTAL COURT TOWNHOMES,39.681944,-75.745556,White Clay Creek,0.3,0.3,4/1/2014,7/31/2014
4565,NUTTER'S GRANT,38.718867,-75.588169,Nanticoke River,51,51,4/1/2014,4/1/2016
4570,DENNISTON PLACE,38.779167,-75.134444,Lewes-Rehoboth Canal,0.46,0.67,5/1/2014,10/31/2014
4574,UPPPER CHRISTINA STREAM RESTORATION,39.690512,-75.776825,Christina River,4.2,4.2,7/15/2014,10/31/2014
4578,TAXIWAY B & E RELOCATION AND REHABILTATION PHASE 1,39.6775,-75.6025,Army Creek,1037.5,34.14,7/1/2014,7/1/2015
4582,COLONY AT SUMMIT BRIDGE WEST,39.580397,-75.74549,C & D Canal West,116.8,38.7,8/1/2014,12/31/2020
4589,WALKER FARM ESTATES,39.78244,-75.68876,White Clay Creek,12.5,6.9,6/1/2014,6/1/2016
4597,BOYDS CORNER FARM,39.498333,-75.658333,Appoquinimink River,61.93,56,9/1/2014,9/1/2017
4598,MILLWOOD PHASE 3,38.573864,-75.281511,Swan Creek-Indian River,9,9,5/1/2014,12/31/2018
4603,CANAL VIEW AT CROSSLAND,39.537222,-75.66,C & D Canal West,93.4,46.6,1/1/2009,1/1/2017
4604,REHOBOTH SHORES AREA 2,38.628056,-75.138333,Rehoboth Bay,22.3,20,7/1/2014,3/31/2015
4605,EDGEMOOR YARD LEAD EXTENSION,39.751422,-75.509688,Shellpot Creek,39.4,6.11,5/1/2014,2/28/2015
4606,Hockessin United Methodist Church,39.78611,-75.6906,Christina River,7.05,2.5,8/15/2014,8/15/2015
4608,MILLSBORO TOWN SQUARE,38.581329,-75.291988,Indian River,0.7,0.63,6/15/2014,6/15/2015
4609,ROMMEL OFFICE AND WAREHOUSE,38.745556,-75.1875,Delaware Bay,0.92,0.9,8/15/2014,11/30/2014
4610,DEVELOPMENT AND EXPANSION OF THE DAFB CARGO RAMP,39.14344,-75.4698,Little Creek,33.1,40,10/1/2014,3/31/2016
4612,SALT POND PLAZA RETAIL BUILDINGS,38.555278,-75.083333,Indian River Bay,1.5,0.05,5/15/2014,8/15/2014
4613,KINGSMILL TP,39.572854,-75.687082,Dragon Run Creek,3.9,1.1,5/19/2014,7/30/2014
4617,EDEN HILL FARM TND,39.152552,-75.539008,St. Jones River,15.7,15.7,9/1/2013,12/31/2018
4618,UNITARIAN UNIVERSALISTS OF SOUTHERN DELAWARE,38.74,-75.21,Broadkill River,5.3,3.6,9/1/2014,3/1/2015
4622,MARTIN FAMILY LLC WAREHOUSE AND OFFICE,38.666667,-7.083333,Lewes-Rehoboth Canal,1.4,1.4,3/15/2014,3/15/2015
4624,GLEN COVE,35.541389,-75.118889,Indian River Bay,8.84,8.84,1/1/2015,1/1/2018
4635,SEA ESTA BETHANY BEACH,38.545833,-75.1,Indian River Bay,1.6,1.2,9/1/2014,5/1/2015
4636,PHASE II AND III ADDITIONS,38.696025,-75.484717,Nanticoke River,42.2,14.5,9/1/2014,9/1/2015
4651,ROTARY CLUB OF WILMINGTON CENTENNIAL PROJECT,39.748611,-75.545556,Brandywine Creek,2,1.9,4/1/2014,6/15/2015
4652,KINGS ROAD POULTRY HOUSES,38.637895,-75.384686,Appoquinimink River,35.55,21.73,7/1/2014,7/1/2015
4654,WARD-CORDREY TAX DITCH MAINTENANCE DIPOUT,38.494388,-75.556949,Broad Creek,91,91,7/15/2014,7/15/2017
4661,WORKMAN POULTRY CONSERVATION PLAN,38.590687,-75.618253,Nanticoke River,27.93,7,7/1/2014,12/1/2014
4664,LINES AND GRADES,39.50869,-75.74632,C & D Canal West,13.1,2,8/15/2014,1/15/2015
4666,GHURAL FARM,38.922778,-75.521667,Mispillion River,59.3,17.8,6/18/2014,6/18/2017
4667,BHATTI FARM,39.020278,-75.647778,Choptank River,63.9,18.8,6/18/2014,6/18/2017
4668,KAUFFMAN POULTRY HOUSES,38.961944,-75.685833,Murderkill River,107,8,5/7/2014,5/7/2017
4669,GIRL SCOUTS OF CHESAPEAKE BAY RESOURCE CENTER,39.657222,-75.676389,Christina River,7.3,3.5,9/1/2014,12/29/2015
4678,BANK OF AMERICA AT CHRISTIANA CENTER,39.685556,-75.6825,White Clay Creek,3.9,3.9,9/1/2014,12/31/2015
4680,NEW RICHARDSON PARK PUMP STATION,39.726944,-75.725278,Brandywine Creek,4.46,1.8,6/1/2015,6/1/2016
4681,WOODSIDE BURKE DRAINAGE IMPROVEMENTS,39.068889,-75.550556,Murderkill River,2,1.5,8/1/2014,8/1/2015
4684,CARAVEL ACADEMY FOOTBALL FIELD,39.5971,-75.71679,Christina River,59.4,2,8/1/2014,8/30/2014
4696,GIGGLE BUGS LEARINING CENTER,38.593333,-75.295278,Indian River,1.26,1.69,11/28/2014,4/2/2015
4697,TOWN HALL SITE IMPROVEMENTS,39.222778,-75.578889,Leipsic River,0.63,0.5,11/1/2014,11/15/2014
4698,DUPONT ST GEORGES LLC,39.5591,-75.65452,C & D Canal East,4.3,2.4,10/21/2014,3/21/2015
4706,HAMID FAMILY LLC,38.76741,-75.479776,Nanticoke River,15.55,2,11/1/2014,4/1/2015
4712,REPLACEMENT OF MAINTENANCE BLDG A-37,39.659444,-75.785833,Christina River,234.7,0.1,10/1/2014,11/29/2014
4719,DERRICKSON ENTERPRISES COMMERCIAL PROJECT,38.374556,-75.254556,Assawoman,2.04,2.64,11/1/2014,11/1/2015
4726,RECORD MINOR LAND OF DAVID AND TERESA BESTE,39.42306,-75.4606,Bohemia Creek,8.8,2.7,3/1/2015,8/1/2015
4728,SUSSEX ACADEMY REVISED PHASE II ,38.454,-75.3623,Broadkill River,42.5,10.7,11/14/2014,3/14/2015
4729,600 CENTER MILL ROAD,39.818889,-75.652222,Appoquinimink River,18,4,12/1/2014,12/1/2016
4730,DELAWARE STORAGE,38.0326,-75.1856,Broadkill River,4.94,4.5,4/1/2015,10/1/2015
4731,743 PULASKI HWY,39.644167,-75.640278,Army Creek,0.3,0.4,12/1/2014,11/30/2015
4738,COMMERCIAL ENTRANCE AND WAREHOUSING,38.509861,-75.5525,Broad Creek,13.4,5,11/5/2014,12/31/2014
4741,CAREY AND MARIE SWARTZENTRUBER,38.806474,-75.614047,Nanticoke River,9.71,3,1/1/2015,8/15/2015
4749,Little Falls Center 1 & 2,39.75571,-75.6264,Christina River,18.66,2.7,12/1/2014,12/1/2015
4750,NEWDALE ACRES,38.801,-75.4325,Nanticoke River,141.09,107.8,3/1/2015,3/1/2017
4756,SHOWFIELD,38.763822,-75.133717,Lewes-Rehoboth Canal,133.09,115.4,6/15/2015,6/15/2017
4757,PURAS LLC -COMMERCIAL CENTER,38.5518,-75.1329,Indian River Bay,2.5,2.7,3/1/2015,3/1/2016
4765,MIDDLETOWN  GROTTO PIZZA,39.445,-75.732222,Appoquinimink River,2.31,2.31,6/1/2015,12/1/2015
4768,WESTOWN TOWN CENTER LOT 3,39.44422,-75.738714,Appoquinimink River,1.85,1.85,12/22/2014,6/30/2015
4772,NEW CASTLE STAGING TRACK,39.658506,-75.58687,Army Creek,12.9,3.9,3/1/2015,12/31/2015
4774,WOODLAND PARK,38.640734,-75.657158,Nanticoke River,20,2.5,2/1/2015,12/1/2015
4775,OCEANS SEVEN,38.531389,-75.058333,Little Assawoman,0.61,0.55,4/3/2015,4/3/2017
4779,EHST POULTRY HOUSES,39.181111,-75.6275,St. Jones River,61.34,5,11/3/2014,11/3/2017
4781,VOSS AG STRUTURES,39.258333,-75.702222,Smyrna River,298,6.37,1/6/2015,1/6/2018
4785,COASTAL CLUB LAND BAY 5,38.7249,-75.191,Rehoboth Bay,20.8,24.3,7/1/2015,7/1/2016
4786,BAY FOREST CLUB PHASE 4.1 4.2 AND 5.2,38.570556,-75.121944,Indian River,157.2,30,1/15/2015,6/15/2015
4789,PRESTON AUTO GROUP,38.739176,-75.14379,Rehoboth Bay,1.2,1.1,6/1/2015,9/1/2015
4791,RIVERBEND SUBDIVISION,39.657222,-75.587778,Army Creek,55.3,35.11,4/15/2015,4/15/2018
4792,CHERRINGTON,39.675833,-75.600278,St. Jones River,149.9,73.3,9/1/2015,12/31/2018
4794,WINCHELSEA,39.509167,-75.673889,Delaware Bay,132.3,132.3,9/1/2015,10/31/2024
4801,WESTHAMPTON,39.76076,-75.66561,Red Clay Creek,40.7,18.5,6/1/2015,12/31/2020
4802,CRODA - DEMOLITION PLAN,39.691667,-75.541667,Delaware River,98.1,15,4/1/2015,12/31/2016
4803,MEADOWBRIDGE APARTMENTS,38.648771,-75.63262,Nanticoke River,7.8,2.6,7/1/2015,1/1/2016
4804,RICH FIELD ACRES,38.679722,-75.197778,Lewes-Rehoboth Canal,16.9,16.9,6/1/2015,6/1/2017
4814,Parkway at Southridge - Parcel A,39.5,-75.75,Appoquinimink River,2.76,2.7,3/1/2015,11/30/2015
4816,ROBIN HOOD ROAD POULTRY HOUSE PROJECT,39.494222,-75.525122,Broad Creek,26.5,19.5,4/1/2015,9/30/2015
4817,NEW CASTLE COUNTY MAINTENANCE YARD AT CHURCHMAN'S ROAD,39.675833,-75.618056,Christina River,24.1,3.6,6/1/2015,12/30/2015
4818,RECORD MINOR LAND DEVELOPMENT PLAN OF WORD TO BRIDE TABERNACLE CHURCH,39.64878,-75.62271,Army Creek,0.5,0.5,7/15/2015,2/16/2016
4819,MARSH FARM ESTATES,39.233333,-75.166667,Rehoboth Bay,92.5,68.8,8/1/2015,12/1/2020
4820,SADDLE RIDGE,38.712222,-75.155833,Rehoboth Bay,37.52,32,3/1/2016,3/1/2026
4821,PELICAN LANDING,38.70209,-75.166858,Rehoboth Bay,14.1,12.2,9/2/2015,9/2/2019
4822,PROPOSED CHURCH EXPANSION,38.687478,-75.176644,Rehoboth Bay,3,1.12,6/1/2015,6/1/2016
4824,WOODS AT BURTON ROAD,38.6848,-75.2067,Lewes-Rehoboth Canal,113.9,69.1,9/1/2016,9/1/2022
4825,LIGHTHIPE,38.5313,-75.0784,Little Assawoman,54.9,49.2,3/1/2016,3/1/2019
4826,OSPREY POINT,38.415101,-75.080224,Rehoboth Bay,126.88,90.37,9/1/2015,9/1/2017
4828,THE RESERVES,38.5352,-75.0993,Indian River Bay,92.47,92.47,6/1/2015,12/31/2016
4830,APPLE ARBOR SUBDIVISION,38.513333,-75.098333,Little Assawoman,10,7,7/1/2015,12/31/2015
4831,VILLAGE OF PEPPER CREEK,38.538,-75.239,Indian River,42.9,32.8,7/31/2015,7/31/2016
4833,SR 1 LITTLE HEAVEN GRADE SEPERATED INTERSECTION,39.041944,-75.456944,Murderkill River,160,160,7/1/2015,11/1/2019
4836,HEIGHLAND HEIGHTS,38.774002,-75.149971,Broadkill River,18.5,15.5,1/1/2016,1/1/2018
4837,Tidewaters,38.543149,-75.085815,Indian River Bay,2.53,1.83,5/21/2015,5/20/2016
4839,WILLARD AGRI SERVICE,38.8519,-75.5802,Nanticoke River,19.6,3.97,5/1/2015,5/1/2016
4841,LANDS N/F HAROLD E DUKES JR-PHASE 2,38.7097,-75.3333,Broadkill River,1.8,0.7,7/1/2015,7/1/2016
4842,HARLTON,38.557508,-75.135336,Indian River Bay,90.5,75.4,1/1/2016,1/1/2018
4847,ST MICHAEL TO ARCHANGEL ROMAN CATHOLIC CHURCH,38.7,-75.4,Broadkill River,8.1,4.7,9/1/2015,9/1/2016
4848,HARBOR POINT,38.7769,-75.1699,Broadkill River,108.8,38.3,9/1/2016,9/1/2019
4849,JOHNSONS GLADE,38.543164,-75.097298,Indian River Bay,8.16,7.5,7/15/2015,7/6/2016
4851,THE VILLAGE AT EVANS ROAD,38.558056,-75.114444,Indian River Bay,50.62,46.34,9/30/2015,12/31/2021
4855,SEAFORD AGRISOIL INC,38.6,-75.6,Nanticoke River,26.6,20,7/1/2015,11/1/2015
4857,PARKSIDE EAST - PHASE 3 & 4,39.468889,-75.698889,Appoquinimink River,124.2,111.8,4/20/2015,9/30/2019
4858,CJ PINES,38.545556,-75.097778,Indian River Bay,3.4,3.4,9/1/2015,5/30/2018
4859,SESKINORE,39.186389,-75.566389,St. Jones River,5.05,1.86,6/15/2015,6/15/2017
4861,GATEWAY GARDEN CENTER,39.787778,-75.691944,White Clay Creek,1.1,0.9,7/1/2015,4/1/2017
4867,GOT CHICKEN POULTRY FARM EXP,38.5924,-75.6513,Nanticoke River,2.7,2.7,4/6/2015,9/9/2015
4872,THE ESTATES AT ST ANNES PHASE 6-8,39.25062,-75.44001,Appoquinimink River,85.98,78.66,6/1/2015,6/1/2020
4873,WAGONER'S ROW,39.778333,-75.586111,Brandywine Creek,20.43,13,5/1/2015,5/1/2016
4874,2014 COOLER ADDITION,38.923889,-75.423056,Mispillion River,33.4,6.75,8/17/2015,8/17/2016
4881,INLAND BAYS COMMUNITY,38.556765,-75.078786,Rehoboth Bay,11.96,5.5,9/1/2015,9/1/2017
4882,HENLOPEN STATION,38.714955,-75.097283,Rehoboth Bay,2.24,2.24,9/1/2015,9/1/2016
4883,SUSSEX ACADEMY ATHLETIC FACILITIES EXPANSION,38.69454,-75.36923,Broadkill River,61.44,50,5/15/2015,8/15/2016
4886,HICKORY GLENN,38.927222,-75.464167,Mispillion River,68.7,60.3,6/1/2016,6/1/2025
4889,WILSON POULTRY FARM COMPLEX,38.728287,-75.672101,Marshyhope Creek,64.4,24.4,12/1/2015,4/30/2016
4890,MINOR SUBDIVISION OF LANDS OF FRANK & HEIDDY DIGREGORIO,39.49662,-75.72947,C & D Canal West,20,6.6,9/1/2015,2/1/2016
4892,GOVERNORS,38.7514,-75.1423,Lewes-Rehoboth Canal,254.9,110.1,10/1/2015,12/1/2024
4893,LILLY POULTRY HOUSES,39.073611,-75.644167,St. Jones River,33.5,8.5,6/15/2015,6/15/2018
4896,GREER POULTRY HOUSES,39.546667,-75.598333,C & D Canal West,285.4,8.3,6/1/2015,6/1/2018
4898,MOFFETT POULTRY HOUSES,38.886111,-75.565,Murderkill River,80.3,5.1,6/15/2015,6/15/2018
4907,RITE AID/PHARMACY-2410 PULASKI HWY,39.604444,-75.745278,Christina River,1.19,1.4,11/1/2015,5/1/2016
4910,MEYER PROPERTY,39.211389,-75.571389,Leipsic River,1.3,1.3,9/1/2015,9/1/2016
4911,LANDS OF WENDY & EDWARD FRYE JR,39.11,-75.63,Appoquinimink River,17.78,11.03,7/1/2015,1/1/2016
4912,WHITE HOUSE BEACH DREDGE SPOIL SITES,38.612778,-75.131667,Iron Branch,10.91,10.91,9/15/2015,11/15/2015
4913,AutoZone Store #3490,39.792119,-75.470836,Delaware River,0.73,0.77,10/1/2015,10/1/2016
4915,777 SOUTH LITTLE CREEK ROAD MOSQUE,39.158333,-75.506667,Delaware Bay,3.8,3.8,8/30/2015,8/30/2016
4917,TULL POULTRY HOUSE,38.798035,-75.671329,Nanticoke River,61.84,14.98,9/1/2015,3/1/2016
4920,ACORN HOLDING TREE CLEARING,38.952,-75.4275,Mispillion River,4,3.2,9/1/2015,12/1/2015
4921,KNOLLAC ACRES SECTION II,38.8976,-75.3879,Mispillion River,68.87,68.87,7/14/2015,7/14/2016
4925,FRANK DILL POULTRY ,38.62194,-75.49879,Nanticoke River,15.75,5,11/1/2015,6/1/2016
4926,BROOKS POULTRY PLAN,38.7833,-75.345832,Broadkill River,85,5,8/1/2015,3/1/2015
4928,SKINNER POULTRY HOUSES,39.111944,-75.714167,Choptank River,19.2,4.39,8/1/2015,8/1/2018
4938,HAMMOND FARMS POULTRY FARM COMPLEX,38.51033,-75.357113,Pocomoke River,31.8,16.1,9/1/2015,12/31/2015
4939,MALONEY POULTRY PLAN,38.821272,-75.530319,Nanticoke River,25.2,5,8/1/2015,12/1/2015
4940,DELMARVA POWER AND LIGHT COMPANY,39.671667,-75.6675,Christina River,54.9,2.6,8/25/2015,8/25/2016
4941,FLEW THE COOP POULTRY FARM COMPLEX,38.7369,-75.38025,Marshyhope Creek,120.83,16.5,9/1/2015,12/31/2015
4943,HUNTER RUN,34.058872,-75.549377,St. Jones River,100.6,7.9,3/1/2003,8/1/2018
4948,INDEPENDENCE TO LIBERTY (WELSH RUN),38.6549,-75.2364,Rehoboth Bay,2.18,2.18,10/1/2015,12/31/2015
4949,TATMAN POULTRY PLAN,37.777744,-75.536314,Nanticoke River,71,5,10/1/2015,5/1/2016
4951,LINDEN HILL STATION,39.738333,-75.688333,White Clay Creek,6.8,6.5,10/1/2015,10/1/2017
4956,EA DELLE DONNE CORPORATE CENTER ADDITION,39.757778,-75.606667,Christina River,17.8,3.5,12/1/2015,12/30/2016
4957,2014 CORPORATE HEADQUARTERS FACILITY,38.601342,-75.265186,Indian River,108.1,10.6,9/1/2015,9/1/2016
4958,PLANTATION LAKES AREA B,38.596521,-75.320929,Indian River,648.7,72.3,9/14/2015,2/15/2023
4965,PLANTATION LAKES AREA C,38.598009,-75.32609,Indian River,648.7,98,9/14/2015,2/15/2023
4970,HARRINGTON MEADOWS - PHASE 1,38.920695,-75.574085,Murderkill River,2.88,1.44,3/1/2016,3/1/2018
4973,BEACHWALK RESIDENTIAL CONDOMINIUM DEVELOPMENT,38.705392,-75.086537,Rehoboth Bay,7.83,7.83,3/1/2016,5/6/2018
4976,MATTHEW PAYNE POULTRY FARM,38.46764,-75.598929,Nanticoke River,22.15,16.14,10/1/2015,4/15/2016
4978,GOSLEE CREEK REGIONAL PUMP STATIN FORCE MAIN AND GRAVITY SEWERS,38.151111,-75.17,Rehoboth Bay,0.9,4.4,1/1/2016,1/1/2017
4980,Delaware Sports Complex - Phase 1a,39.4287,-75.4614,Appoquinimink River,170,20,9/21/2015,12/1/2015
4982,SPRING LAKE CONDOMINIUMS,38.704533,-75.086779,Lewes-Rehoboth Canal,8.38,8.82,6/1/2016,6/1/2017
4984,MARVEL POULTRY PLAN,38.7668,-75.4571,Cedar Creek,5,5,1/1/2016,6/6/2016
4985,THOMAS PHILLIPS POULTRY PLAN,38.47335,-75.385455,Indian River Bay,51,5,10/1/2015,10/1/2016
4987,WOODSIDE FARMS,38.45645,-75.37794,Indian River,16,5,12/1/2015,7/1/2016
4988,TWIN PONDS RESERVE,39.565,-75.694167,Dragon Run Creek,16.34,4,10/1/2017,10/1/2019
4989,DELAWARE CITY COMPRESSOR STATION,39.581667,-75.643333,Christina River,10.3,9,12/1/2015,7/31/2016
4991,CUBBAGE POND ESTATES,38.868585,-75.399953,Mispillion River,107.49,95.54,12/1/2016,1/1/2018
4994,DELAWARE CITY COMPRESSOR STATION,39.731667,-75.643333,Christina River,10.3,9,12/1/2015,7/31/2016
5012,LEIPSIC TAX DITCH MAINTENANCE DIPOUT,39.237,-75.511,Delaware Bay,0.65,0.65,8/11/2015,8/11/2016
5013,BRIAN WARRINGTON POULTRY HOUSES II,38.875278,-75.527778,Mispillion River,146.6,5,11/15/2015,11/15/2018
5016,AHMAD FAMILY FARM EAST,38.841111,-75.578611,Nanticoke River,42.34,4.9,12/1/2015,5/1/2015
5017,AHMAD FAMILY FARM WEST,38.841944,-75.583056,Nanticoke River,37.25,5,12/1/2015,5/1/2015
5019,JON MAST POULTRY FARM,39.109161,-75.68849,Choptank River,119.2,21.34,11/15/2015,5/15/2016
5020,JAMISON POULTRY PLAN,38.6311,-75.6642,Nanticoke River,44.8,5,11/11/2015,4/11/2016
5021,PHILLIPS COUNTRY FARM POULTRY FARM COMPLEX,38.529443,-75.662728,Nanticoke River,21.3,13.7,1/1/2016,6/30/2016
5022,DEVIL DOG FARMS POULTRY FARM COMPLEX,38.711555,-75.543511,Nanticoke River,17.76,9.2,1/1/2016,6/30/2016
5023,CRW FARMS POULTRY FARM COMPLEX,38.53607,-75.648001,Broad Creek,36,18.6,2/1/2016,7/31/2016
5024,SCOOBY DOO LANE POULTRY FARM COMPLEX,38.587539,-75.625041,Nanticoke River,36.4,13.2,1/1/2016,6/30/2016
5026,MILLSBORO SELF STORAGE,38.56795,-75.281215,Iron Branch,6.04,5.48,6/1/2016,6/1/2017
5027,DEEP BRANCH WOODS SUBDIVISION,38.11676,-75.307984,Broadkill River,30.99,10.05,11/20/2015,9/30/2016
5028,PONDEROSA FARMS II POULTRY FARM COMPLEX,38.813923,-75.682222,Nanticoke River,40.5,31,3/1/2016,9/30/2016
5030,THE RESERVE AT SOUTH RIDGE,39.449444,-75.736667,Appoquinimink River,15.1,10.8,10/26/2015,11/1/2016
5031,COASTAL CLUB - LAND BAY 4,38.7215,-75.191,Rehoboth Bay,27.9,28.6,3/1/2016,3/1/2018
5036,REHOBOTH BEACH CITY HALL COMPLEX,38.71666,-75.083519,Lewes-Rehoboth Canal,3.46,3.46,12/1/2015,12/1/2016
5038,TALL GRASS ESTATES,38.691018,-75.196047,Rehoboth Bay,18.43,6.53,4/1/2015,4/1/2016
5039,MATTHEW TRIVITS POULTRY FARM,38.656745,-75.448512,Nanticoke River,16.02,4.9,1/25/2016,12/30/2016
5045,HERBERT AUTOMOBILE SALES AND REPAIR,38.711417,-75.396583,Delaware Bay,56.94,0.94,1/1/2016,12/1/2016
5047,HIGHLAND ACRES SANITARY SEWER AND WATERMAIN EXTENSIONS,38.77,-75.150556,Lewes-Rehoboth Canal,38.76,24.85,12/1/2015,7/1/2016
5048,ANGLER ROAD AND BAYVIEW AVE REHABILTATION,38.779167,-75.135833,Lewes-Rehoboth Canal,1.2,1.2,12/1/2015,7/1/2016
5049,REHAB OF SUSSEX DRIVE AND STREET IN BAY BREEZE EST AND BAY BEEZE,38.763333,-75.144167,Lewes-Rehoboth Canal,7.23,7.23,12/1/2015,7/1/2016
5050,SHAMS POULTRY HOUSES,38.81379,-75.41167,Cedar Creek,13.88,5,4/1/2016,12/1/2016
5051,ANWAR ALI FARMS LLC,38.865556,-75.365556,Delaware Bay,74.3,4.9,1/5/2016,5/5/2016
5052,US 301 MARYLAND STATE LINE TO LEVELS ROAD,39.435278,-75.758333,Bohemia Creek,242,242,2/15/2016,7/1/2016
5054,US 301 SR 896 TO SR 1,39.523889,-75.679722,C & D Canal West,242,242,1/1/2016,11/1/2019
5068,US 301 LEVELS ROAD TO SUMMIT BRIDGE RD,39.457222,-75.741944,Bohemia Creek,360,360,1/5/2016,11/1/2018
5072,BEEBE HEALTHCARE CENTER PARKING LOT,38.7725,-75.143056,Rehoboth Bay,0.2,0.2,2/1/2016,6/1/2016
5074,PROXIMITY MALT LLC NEW MALT FACILTY,38.52192,-75.571491,Broad Creek,17.84,1,1/4/2016,2/1/2017
5077,THE PRESERVE AT DEEP CREEK,39.4279,-75.7285,Appoquinimink River,209.9,190,2/1/2016,1/1/2020
5078,INCYTE CORPORATION EXPANSION,39.763702,-75.552803,Appoquinimink River,16.8,11,1/15/2016,8/30/2018
5080,SENTINEL SELF STORAGE MIDDLETOWN WEST SIDE,38.4475,-75.723056,Appoquinimink River,6.12,0.8,1/15/2016,9/1/2016
5084,ROUTE 9 OFFICE COMPLEX,38.4229,75.4229,Delaware Bay,1.5,1.67,1/15/2016,1/15/2017
5085,VZW WILMINGTON MSC,39.693056,-75.573889,Christina River,4.8,2,3/1/2016,7/1/2017
5087,NATHAN JONES POULTRY PLAN,38.494513,-75.435357,Broad Creek,103.6,5,3/30/2016,8/30/2016
5088,DERRICKSON CANAL TAX DITCH MAINTENANCE DIPOUT,38.5479,-75.1215,Indian River,4.29,4.29,11/23/2015,11/23/2016
5095,THE GROVE,38.4722,-75.0939,Buntings Branch,14.8,9.5,3/5/2016,3/15/2018
5096,NNT AGRI SYSTEMS LLC POULTRY FARM,38.808241,-75.459638,Cedar Creek,51.94,40,6/1/2016,12/30/2016
5097,MIDTOWN MIXED USE REDEVELOPMENT,39.74,-75.55,Christina River,1.7,1.7,4/1/2016,4/1/2018
5099,WYOMING MILL WORK FACILITY,38.4635,-75.2034,Broadkill River,9.3,11,6/15/2016,12/1/2016
5100,HEALTH CAMPUS PROJECT,38.886667,-75.391111,Cedar Creek,168.9,70,5/1/2016,5/1/2018
5102,Delmar Substation,38.4845,-75.6322,Broad Creek,4,1.6,2/1/2017,12/15/2017
5103,MINOR SUBDIVISION PLAN WYATT/KEEBLER,39.509,-75.7244,C & D Canal West,11.3,2,5/1/2016,1/1/2017
5111,US 301 US 13 & PORT PENN ROAD,39.525,-75.649167,C & D Canal West,28.3,28.3,4/1/2016,9/1/2018
5112,BR 1 159 ON JAMES STREET,39.710556,-75.608889,Christina River,1.3,1.3,4/1/2016,12/1/2018
5114,US 301 AND SR 1 INTERCHANGE,39.533611,-75.649167,C & D Canal East,53.8,53.8,5/1/2016,12/31/2018
5116,US 301 NORFOLK SOUTHERN RR TO SR 896,39.435278,-75.758333,Appoquinimink River,268,268,1/1/2017,11/1/2018
5118,EAGLE ERECTORS,39.587866,-75.681249,Red Lion Creek,10.13,2.7,6/1/2016,6/1/2017
5119,FAZAL R KAYANI,38.663936,-75.512862,Deep Creek,28.1,5,6/1/2016,12/1/2016
5120,STONE BROOK,39.783333,-75.6,Brandywine Creek,3.9,3.3,9/1/2016,9/1/2017
5121,THE PLAZA AT MILFORD,38.916667,-75.441667,Mispillion River,21.4,1.7,4/1/2016,4/1/2017
5129,SILO SPEEDWAY DIRT RACE TRACK,39.026533,-75.56675,Murderkill River,27.4,4.9,11/2/2015,5/15/2016
5130,CHAD CARPENTER,38.58499,-75.35042,Indian River,22.5,5,10/1/2016,1/1/2017
5131,STOCKLEY MATERIALS NASSAU,38.4444,-75.1047,Delaware Bay,1.7,1.7,6/15/2016,10/1/2016
5132,BROSIUS-ELIASON COMPANY,39.6577,-75.42191,Delaware River,20.2,7.52,7/1/2016,10/1/2016
5133,HALE TRAILER EXPANSION,38.5,-75.6,Broad Creek,22.94,10.28,4/1/2016,9/1/2016
5134,2111 DELAVIEW AVENUE,39.804167,-75.495833,Naamans Creek,1.2,0.8,4/15/2016,1/1/2018
5139,THE FARM AT TRUITT HOMESTEAD,38.711241,-75.110301,Rehoboth Bay,23.51,20.19,9/1/2016,10/1/2018
5143,Creekstone,39.138405,-75.528501,St. Jones River,5.01,1.5,4/1/2016,12/31/2016
5146,TOWNSEND SUBSTATION,39.395,-75.753333,Appoquinimink River,20.8,2.7,7/1/2016,7/1/2019
5149,DELAWARE SPCA,39.69354,-75.65736,White Clay Creek,12.8,1.5,6/1/2016,6/1/2017
5150,ENTERPRISE OFFICE BUILDING,39.152778,-75.546389,St. Jones River,3.3,2.1,6/30/2016,6/30/2017
5151,MILLCROFT MEMORY CARE FACILITY,39.709444,-75.735278,White Clay Creek,3.3,2.9,5/1/2016,4/30/2017
